,time,lat,lon,velocity,heading,baroaltitude,geoaltitude,onground,hour
3507,1641418058.0,32.49765014648438,-96.69188232421874,130.9732394907758,298.3769671862278,2171.7,2171.7,false,1641416400.0
3508,1641418059.0,32.49821032507945,-96.69314014668367,130.9732394907758,298.3769671862278,2164.08,2164.08,false,1641416400.0
3509,1641418060.0,32.49856567382812,-96.69385986328126,131.4260951759207,298.2703762463119,2164.08,2164.08,false,1641416400.0
3511,1641418062.0,32.49989318847656,-96.69682617187499,131.670532322423,298.4675331660143,2148.84,2164.08,false,1641416400.0
3513,1641418064.0,32.50091035487288,-96.69902567960776,132.1230010929609,298.3611943295737,2141.22,2141.22,false,1641416400.0
3514,1641418065.0,32.50160863844015,-96.7005391023597,132.5759218667144,298.2555817047916,2141.22,2141.22,false,1641416400.0
3515,1641418066.0,32.50241088867188,-96.70226440429684,132.8202354799429,298.4510591450287,2133.6,2141.22,false,1641416400.0
3516,1641418067.0,32.50295865333686,-96.70350989516902,133.2727725351445,298.3456936230767,2125.98,2133.6,false,1641416400.0
3517,1641418068.0,32.50319141452595,-96.70401436941961,133.2727725351445,298.3456936230767,2125.98,2125.98,false,1641416400.0
3519,1641418070.0,32.50458798166049,-96.70704121492344,133.2727725351445,298.3456936230767,2118.36,2125.98,false,1641416400.0
3520,1641418071.0,32.50492858886719,-96.70775756835934,133.2727725351445,298.3456936230767,2118.36,2118.36,false,1641416400.0
3521,1641418072.0,32.50523971298993,-96.70849858498087,133.2727725351445,298.3456936230767,2110.74,2110.74,false,1641416400.0
3522,1641418073.0,32.50607299804688,-96.71028442382811,133.2727725351445,298.3456936230767,2103.12,2103.12,false,1641416400.0
3523,1641418074.0,32.50686904131356,-96.71202990473535,133.2727725351445,298.3456936230767,2103.12,2103.12,false,1641416400.0
3524,1641418075.0,32.50717163085938,-96.71275634765624,133.2727725351445,298.3456936230767,2095.5,2095.5,false,1641416400.0
3526,1641418077.0,32.50821905621027,-96.71500069754461,133.725757244891,298.2410415828191,2087.88,2087.88,false,1641416400.0
3528,1641418079.0,32.50950622558594,-96.71781005859373,133.725757244891,298.2410415828191,2080.26,2080.26,false,1641416400.0
3529,1641418080.0,32.50996398925781,-96.71879882812499,133.725757244891,298.2410415828191,2080.26,2080.26,false,1641416400.0
3531,1641418082.0,32.5111083984375,-96.72132568359376,133.9699494294005,298.4348678788463,2065.02,2057.4,false,1641416400.0
