,firstseen,lastseen,callsign,icao24,estdepartureairport,estarrivalairport,day,attempts,loaded
669,1675026201,1675048282,DAL650,a12fcf,KJFK,KLAX,1675036800,1,True
670,1675028134,1675050553,AAL306,a01112,KJFK,KLAX,1675036800,1,True
671,1675028934,1675051277,JBU823,ad7e6f,KJFK,KLAX,1675036800,1,True
672,1675030959,1675053657,AAL302,a0428a,KJFK,KLAX,1675036800,1,True
673,1675033523,1675055215,JBU2715,addadb,KJFK,KLAX,1675036800,1,True
674,1675035749,1675057069,JBU223,adabfe,KJFK,KLAX,1675036800,1,True
675,1675038830,1675059839,DAL524,a11380,KJFK,KLAX,1675036800,1,True
676,1675039334,1675061442,AAL300,a0275c,KJFK,KLAX,1675036800,1,True
677,1675041298,1675063349,JBU1723,adb723,KJFK,KLAX,1675036800,1,True
678,1675043451,1675066581,AAL185,a009a4,KJFK,KLAX,1675036800,1,True
679,1675047981,1675070839,DAL515,a11d47,KJFK,KLAX,1675036800,1,True
680,1675049014,1675071291,JBU1823,acca19,KJFK,KLAX,1675036800,1,True
681,1675077490,1675101146,AAL171,a03765,KJFK,KLAX,1675036800,1,True
682,1675080662,1675102930,JBU723,ad9ac9,KJFK,KLAX,1675036800,1,True
683,1675081713,1675103742,DAL520,a0f46f,KJFK,KLAX,1675036800,1,True
684,1675082671,1675105526,AAL1,a03fff,KJFK,KLAX,1675036800,1,True
685,1675083843,1675106812,JBU2123,add734,KJFK,KLAX,1675036800,1,True
686,1675087223,1675109206,DAL482,a12c18,KJFK,KLAX,1675036800,1,True
687,1675087517,1675110056,JBU819,ad60b7,KJFK,KLAX,1675036800,1,True
688,1675091773,1675113497,JBU523,add376,KJFK,KLAX,1675036800,1,True
689,1675092897,1675115059,DAL999,a1863b,KJFK,KLAX,1675036800,1,True
690,1675093563,1675115570,AAL3,a04641,KJFK,KLAX,1675036800,1,True
691,1675126714,1675148579,AAL300,a03765,KJFK,KLAX,1675123200,1,True
692,1675127119,1675148998,DAL524,a14104,KJFK,KLAX,1675123200,1,True
693,1675129370,1675150815,AAL185,a033ae,KJFK,KLAX,1675123200,1,True
694,1675132565,1675155899,JBU223,ad1560,KJFK,KLAX,1675123200,1,True
695,1675132811,1675154896,DAL515,a11d47,KJFK,KLAX,1675123200,1,True
696,1675134791,1675157587,JBU1823,ad7701,KJFK,KLAX,1675123200,1,True
697,1675139202,1675162607,JBU1723,ada5ee,KJFK,KLAX,1675123200,1,True
698,1675163875,1675186616,AAL171,a0428a,KJFK,KLAX,1675123200,1,True
699,1675167094,1675189483,JBU723,ace063,KJFK,KLAX,1675123200,1,True
700,1675168936,1675191108,AAL1,a04641,KJFK,KLAX,1675123200,1,True
701,1675170436,1675192247,DAL520,a4bf95,KJFK,KLAX,1675123200,1,True
702,1675174989,1675197021,DAL482,a12861,KJFK,KLAX,1675123200,1,True
703,1675177696,1675200082,JBU523,addadb,KJFK,KLAX,1675123200,1,True
704,1675180304,1675202396,DAL999,a189f2,KJFK,KLAX,1675123200,1,True
705,1675185174,1675207066,DAL536,a12c18,KJFK,KLAX,1675123200,1,True
706,1675197100,1675219244,DAL685,a1373d,KJFK,KLAX,1675209600,1,True
707,1675197255,1675217789,AAL341,a03765,KJFK,KLAX,1675209600,1,True
708,1675197624,1675219137,JBU623,aa4d77,KJFK,KLAX,1675209600,1,True
709,1675200314,1675222049,DAL650,a13af4,KJFK,KLAX,1675209600,1,True
710,1675200633,1675222678,AAL306,a03fff,KJFK,KLAX,1675209600,1,True
711,1675201429,1675223939,JBU823,adcd6d,KJFK,KLAX,1675209600,1,True
712,1675203495,1675225580,AAL302,a033ae,KJFK,KLAX,1675209600,1,True
713,1675205134,1675227556,JBU2715,adc9b6,KJFK,KLAX,1675209600,1,True
714,1675205260,1675226849,DAL680,a4e35f,KJFK,KLAX,1675209600,1,True
715,1675208535,1675230862,JBU223,adafb5,KJFK,KLAX,1675209600,1,True
716,1675211918,1675234435,DAL524,a11d3c,KJFK,KLAX,1675209600,1,True
717,1675213120,1675235866,AAL300,a0428a,KJFK,KLAX,1675209600,1,True
718,1675214186,1675236372,JBU1723,acf54f,KJFK,KLAX,1675209600,1,True
719,1675222634,1675244879,JBU1823,ad0074,KJFK,KLAX,1675209600,1,True
720,1675253479,1675274879,AAL171,a01112,KJFK,KLAX,1675209600,1,True
721,1675255729,1675276946,DAL520,a4bf95,KJFK,KLAX,1675209600,1,True
722,1675255849,1675277699,JBU723,adb723,KJFK,KLAX,1675209600,1,True
723,1675256593,1675277807,AAL1,a01880,KJFK,KLAX,1675209600,1,True
724,1675260030,1675281590,JBU2123,ad6bdc,KJFK,KLAX,1675209600,1,True
725,1675264680,1675286136,JBU523,adc9b6,KJFK,KLAX,1675209600,1,True
726,1675266900,1675287626,DAL482,a1373d,KJFK,KLAX,1675209600,1,True
727,1675268371,1675289313,DAL999,a14c29,KJFK,KLAX,1675209600,1,True
728,1675269670,1675290441,AAL331,a03fff,KJFK,KLAX,1675209600,1,True
729,1675271769,1675292802,JBU2223,ada5ee,KJFK,KLAX,1675209600,1,True
730,1675272576,1675293712,DAL536,a13386,KJFK,KLAX,1675209600,1,True
