Unnamed: 0,time,lat,lon,baroaltitude,geoaltitude,heading,velocity
0,2023-01-20 20:28:08.000000,40.640625,-73.7991943359375,129.54,83.82000000000002,302.887377074015,81.47890034773764
1,2023-01-20 20:28:27.930931,40.64647594370763,-73.8154443505482,441.08282183170314,387.56738619804383,283.4398015479092,75.6145351188703
2,2023-01-20 20:28:47.861862,40.6462824296023,-73.83381222529452,623.7873880147935,567.1636940073967,256.91116764663786,80.82453770243933
3,2023-01-20 20:29:07.792793,40.64050111932079,-73.85279859938501,778.681621670723,710.1016216707229,242.05223889100347,92.61050868932098
4,2023-01-20 20:29:27.723724,40.62651060386978,-73.86750232341528,950.3947742128372,881.8147742128372,199.8861649666811,108.82201820831212
5,2023-01-20 20:29:47.654655,40.60510975246562,-73.86546029500757,1048.9284691286086,980.3484691286086,160.6127547165093,130.0068190729989
6,2023-01-20 20:30:07.585586,40.5855544575567,-73.84458593418955,1182.4043244552613,1106.2043244552613,127.27688036135068,147.3713519665639
7,2023-01-20 20:30:27.516516,40.57703261143689,-73.81291442021988,1482.215855326653,1387.0917106533052,95.47143364742756,144.98526755595316
8,2023-01-20 20:30:47.447448,40.57874563360956,-73.77870114469425,1741.221488045454,1634.541488045454,84.31728164818317,146.62386562424643
9,2023-01-20 20:31:07.378378,40.58160338880321,-73.74422434212067,2055.546486682892,1939.667567796707,83.57125225117015,147.0266191811145
10,2023-01-20 20:31:27.309309,40.58468702020777,-73.71052725612202,2350.3581069910524,2220.8181069910524,82.59003025396873,146.9034396609233
11,2023-01-20 20:31:47.240240,40.58851073437219,-73.67549718148439,2623.1106313562395,2485.9506313562392,80.79201497448346,148.65587242873931
12,2023-01-20 20:32:07.171171,40.593357120553264,-73.64055864943657,2780.933874092102,2643.0301803874972,79.33339659423144,157.2538645952354
13,2023-01-20 20:32:27.102102,40.59939912568161,-73.60300401065439,3031.5166959238054,2886.736695923805,75.16488382651269,160.00416214343835
14,2023-01-20 20:32:47.033033,40.61438355490384,-73.57063802071075,3185.4117124700547,3040.38,46.0977359176715,163.36315687615703
15,2023-01-20 20:33:06.963964,40.64009816290355,-73.5528583198472,3299.46,3154.4054055690763,15.263014113794208,164.71950298521602
16,2023-01-20 20:33:26.894895,40.66981107685735,-73.54974071972802,3440.121080728444,3287.721080728444,2.3580804449906765,170.01456345166568
17,2023-01-20 20:33:46.825826,40.70121192840079,-73.5485193417583,3567.151592514515,3409.45039144516,1.4805745808865391,179.19808309376282
18,2023-01-20 20:34:06.756757,40.73275145510093,-73.54737518835252,3788.746378692627,3628.726378692627,1.774040255085167,182.7930963669151
19,2023-01-20 20:34:26.687688,40.76639945160022,-73.54595903682842,4085.3354269820456,3913.230404509306,1.2438852562062794,182.50796222732777
20,2023-01-20 20:34:46.618619,40.79833369404036,-73.55117117398731,4317.633874697685,4149.993874697685,344.20841861838664,180.59583202740623
21,2023-01-20 20:35:06.549550,40.82656118035812,-73.57187741945381,4545.707567796708,4373.88,320.55944215406464,178.4026595018445
22,2023-01-20 20:35:26.480480,40.84924687559396,-73.60108973711128,4767.381681194305,4590.901260895729,315.0,180.54487500598196
23,2023-01-20 20:35:46.411412,40.872575532488,-73.63203315628198,4997.369911623002,4818.974955811501,314.7708181042459,181.8848755319097
24,2023-01-20 20:36:06.342342,40.89520508317589,-73.6621142363398,5153.728648910523,4970.848648910523,314.6555405457702,181.5229340622768
25,2023-01-20 20:36:26.273273,40.91810655664689,-73.6926246243982,5183.682342009544,4998.72,314.6569156004765,182.2504546488532
26,2023-01-20 20:36:46.204204,40.94148720628115,-73.72394087940981,5189.22,5011.938678975105,314.5735628686374,182.5195854193627
27,2023-01-20 20:37:06.135135,40.96424346383276,-73.75436989980318,5189.22,5006.34,314.5434695859009,182.6167511413653
28,2023-01-20 20:37:26.066066,40.986764462482576,-73.78466207012521,5189.22,5006.34,314.5452811383068,183.3442618200476
29,2023-01-20 20:37:45.996997,41.0101006378583,-73.81604283816571,5189.22,5006.34,314.432733590142,183.711258584139
30,2023-01-20 20:38:05.927928,41.033679139156874,-73.84789693528397,5196.84,5013.96,314.3179396068273,183.3514790467465
31,2023-01-20 20:38:25.858859,41.05659110903706,-73.87891179443233,5189.22,5006.34,314.2480254920022,182.10674795009007
32,2023-01-20 20:38:45.789790,41.07903049213928,-73.90930872259196,5189.22,5006.34,314.3124836453609,181.8965156052321
33,2023-01-20 20:39:05.720721,41.10196687893256,-73.94031646510649,5189.22,5006.34,314.3124836453609,181.8965156052321
34,2023-01-20 20:39:25.651652,41.12436636762264,-73.97063673692999,5189.22,5006.34,314.3124836453609,181.8965156052321
35,2023-01-20 20:39:45.582582,41.14721212288714,-74.0016824073391,5189.22,5006.34,314.3097228021349,181.1690345104447
36,2023-01-20 20:40:05.513514,41.17011468239934,-74.03273355177424,5189.22,5006.34,314.3179396068273,183.3514790467465
37,2023-01-20 20:40:25.444444,41.19325764970563,-74.06414116748783,5189.22,5006.34,314.3259631020155,185.5339272652343
38,2023-01-20 20:40:45.375375,41.21608603520871,-74.09512411558535,5189.22,5006.34,314.2089842706058,184.4473659958409
39,2023-01-20 20:41:05.306306,41.239418470225814,-74.12703952284905,5189.22,5006.34,314.1305875368584,183.4858645736354
40,2023-01-20 20:41:25.237237,41.26246670168879,-74.15851458532944,5196.84,5009.482582526207,314.0906195508009,183.3615826868797
41,2023-01-20 20:41:45.168168,41.28506634675433,-74.18940455332631,5189.22,5006.34,314.0796650331509,181.1792598567911
