Unnamed: 0,time,lat,lon,baroaltitude,geoaltitude,heading,velocity
675,2023-01-04 13:12:34.270270,37.81907805482293,-106.60801021123456,10972.8,10934.7,249.0831961966573,210.3818093293825
676,2023-01-04 13:12:54.300300,37.805462690244774,-106.65226203471842,10980.42,10942.32,248.7203955723046,209.7922563771917
677,2023-01-04 13:13:14.330330,37.79177938924113,-106.69646953566657,10980.42,10934.7,248.6692892036114,209.312970191336
678,2023-01-04 13:13:34.360360,37.77830983472388,-106.74004918206316,10972.8,10934.7,248.7789146594791,207.5014832221546
679,2023-01-04 13:13:54.390390,37.764693531188506,-106.7842328432078,10980.42,10942.32,248.9114505242323,207.3158257931978
680,2023-01-04 13:14:14.420420,37.75097779970747,-106.82869119844442,10972.8,10934.7,248.7789146594791,207.5014832221546
681,2023-01-04 13:14:34.450450,37.73754299863109,-106.8721301214531,10972.8,10942.32,248.6756026335064,206.5426992069439
682,2023-01-04 13:14:54.480480,37.723996712184174,-106.91585837275797,10972.8,10942.32,248.6756026335064,206.5426992069439
683,2023-01-04 13:15:14.510510,37.71065514371731,-106.95891281033178,10965.18,10942.32,248.6756026335064,206.5426992069439
684,2023-01-04 13:15:34.540540,37.697045557388485,-107.00277505155056,10965.18,10942.32,248.5948205698814,207.2092049964234
685,2023-01-04 13:15:54.570570,37.68324201971638,-107.04709718137276,10972.8,10949.94,248.5145566829366,207.8761200458727
686,2023-01-04 13:16:14.600601,37.66960490031032,-107.090679666533,10980.42,10949.94,248.4353851428344,207.98961761386548
687,2023-01-04 13:16:34.630631,37.65591018256964,-107.13428060809169,10980.42,10957.56,248.4625028780276,207.3975100160196
688,2023-01-04 13:16:54.660661,37.64204819132283,-107.17855250599736,10980.42,10965.18,248.6466164562964,207.6882489688113
689,2023-01-04 13:17:14.690691,37.62860753512359,-107.22162054769603,10980.42,10965.18,248.5145566829366,207.8761200458727
690,2023-01-04 13:17:34.720721,37.61460393463568,-107.26623296352022,10980.42,10965.18,248.4625028780276,207.3975100160196
691,2023-01-04 13:17:54.750751,37.60113376738063,-107.30916512318852,10980.42,10972.8,248.4625028780276,207.3975100160196
692,2023-01-04 13:18:14.780781,37.58740028174362,-107.35289878036048,10972.8,10957.56,248.5663713005264,208.3549008664435
693,2023-01-04 13:18:34.810811,37.57360963564133,-107.39708749639014,10965.18,10957.56,248.4866381666844,209.0219588486257
694,2023-01-04 13:18:54.840841,37.55984395019779,-107.44077225314004,10957.56,10957.56,248.3034796953553,208.7330775944017
695,2023-01-04 13:19:14.870871,37.54599815437818,-107.48458856191895,10957.56,10971.81603571415,248.3827360947521,208.0650934591852
696,2023-01-04 13:19:34.900901,37.53198778312071,-107.52912717675072,10965.18,10980.42,248.4074124756341,209.6894190398843
697,2023-01-04 13:19:54.930931,37.518029320616286,-107.57338083909065,10965.18,10972.8,248.3535133794805,211.9815177294682
698,2023-01-04 13:20:14.960961,37.50374898834707,-107.61825868597644,10965.18,10965.18,248.0954943055023,212.3632060125296
699,2023-01-04 13:20:34.990991,37.48938895572064,-107.66289051233431,10972.8,10972.8,248.0187388816768,213.032620734174
700,2023-01-04 13:20:55.021021,37.47532815266113,-107.70678312905696,10980.42,10988.04,248.1471580503417,212.8405972423198
701,2023-01-04 13:21:15.051051,37.461096136350534,-107.75134340541663,10980.42,10988.04,248.1471580503417,212.8405972423198
702,2023-01-04 13:21:35.081081,37.44660758180649,-107.79678464151884,10988.04,11002.662161622047,248.1471580503417,212.8405972423198
703,2023-01-04 13:21:55.111111,37.4326354635288,-107.84062981065372,10980.42,10995.66,248.1471580503417,212.8405972423198
704,2023-01-04 13:22:15.141141,37.4180877960207,-107.88597172750669,10981.495495762823,10996.735495762823,248.02957223247708,212.93813875297965
705,2023-01-04 13:22:35.171171,37.40380570694106,-107.9306804181319,10988.04,11010.9,248.1471580503417,212.8405972423198
706,2023-01-04 13:22:55.201201,37.38965943482618,-107.97485211170886,10980.42,11003.28,248.0187388816768,213.032620734174
707,2023-01-04 13:23:15.231231,37.375302389182096,-108.01941568419916,10986.278018159866,11003.28,248.0187388816768,213.032620734174
708,2023-01-04 13:23:35.261261,37.36076411600848,-108.06452446357775,10980.42,11003.28,247.9424644615068,213.7024153731944
709,2023-01-04 13:23:55.291291,37.346559816694935,-108.10844574926764,10980.42,11003.28,247.8905516562483,213.2257124845212
710,2023-01-04 13:24:15.321321,37.332440471729605,-108.1518854428734,10988.04,11010.9,247.7860267744959,212.2728353715929
711,2023-01-04 13:24:35.351351,37.317674176444854,-108.19733562518948,10980.42,11003.28,247.862321176616,211.6022677406915
712,2023-01-04 13:24:55.381381,37.303668802947655,-108.24046779287768,10988.04,11010.9,247.83029041565663,209.4285553546408
713,2023-01-04 13:25:15.411412,37.28922301430904,-108.28513644197906,10980.42,11010.9,247.9356470658436,208.1617407589784
714,2023-01-04 13:25:35.441442,37.27501434166111,-108.32878563934094,10980.42,11010.9,247.6971662766279,207.4032522274112
715,2023-01-04 13:25:55.471472,37.260948163620185,-108.37167654001117,10972.8,11003.28,247.7401234359796,206.78381834265755
716,2023-01-04 13:26:15.501502,37.246816917307775,-108.41493976393554,10965.18,10999.481441888807,247.9070788872064,206.5382144478018
717,2023-01-04 13:26:35.531532,37.23289613463202,-108.45753771202304,10957.56,10995.66,247.6666115622367,205.7801722039238
718,2023-01-04 13:26:55.561562,37.218948735478655,-108.49999393727828,10957.56,10995.66,247.6120557918242,205.3044105209263
719,2023-01-04 13:27:15.591592,37.20456384159552,-108.54368575172288,10957.56,10995.66,247.6120557918242,205.3044105209263
