Unnamed: 0,time,lat,lon,baroaltitude,geoaltitude,heading,velocity
626,2023-01-10 11:50:04.457458,37.36582522024992,-103.79532505872622,9738.36,9913.62,259.0216017398553,191.7965627742494
627,2023-01-10 11:50:25.354354,37.35889625286691,-103.83955438888336,9753.6,9928.86,258.9353257913305,193.94973611238328
628,2023-01-10 11:50:46.251251,37.351804422530336,-103.8848854838263,9753.6,9928.86,259.0171286204827,194.4196794471928
629,2023-01-10 11:51:07.148148,37.34488254124881,-103.92948448225452,9753.6,9928.86,258.9265812682884,195.5279762584584
630,2023-01-10 11:51:28.045045,37.33781043069701,-103.97495327307809,9753.6,9928.86,258.8975526286202,195.0231352712338
631,2023-01-10 11:51:48.941942,37.33072444308634,-104.01969165816762,9753.6,9928.86,258.8079599100419,196.1320701725648
632,2023-01-10 11:52:09.838839,37.32355849108668,-104.06508299679165,9753.6,9928.86,258.6900675259798,196.7369995988045
633,2023-01-10 11:52:30.735736,37.3163010950878,-104.11102519037898,9761.22,9936.48,258.7972016009513,195.94643123286124
634,2023-01-10 11:52:51.632633,37.309195052031264,-104.1554462869997,9753.6,9936.48,258.5713199664422,194.7196024179337
635,2023-01-10 11:53:12.529530,37.3019585012403,-104.20053567986214,9753.6,9928.86,258.6301973497419,193.1050373378758
636,2023-01-10 11:53:33.426426,37.294857265718754,-104.24477119288564,9738.36,9913.62,258.7799196941092,193.0042784727308
637,2023-01-10 11:53:54.323323,37.287709508251275,-104.2894601700716,9738.36,9913.62,258.6301973497419,193.1050373378758
638,2023-01-10 11:54:15.220220,37.28048077588434,-104.3346562354897,9738.36,9913.62,258.6900675259798,194.1138396041538
639,2023-01-10 11:54:36.117117,37.273317089752446,-104.37921128207024,9745.98,9921.68621640444,258.6606095442499,196.232571689608
640,2023-01-10 11:54:57.014014,37.266085303311584,-104.42424554520306,9753.6,9936.48,258.6024146935243,197.8470295767922
641,2023-01-10 11:55:17.910911,37.258699617610546,-104.4700235018396,9753.6,9936.48,258.4590947874714,197.99424106040036
