,time,lat,lon,baroaltitude,geoaltitude,heading,velocity
709,1673376659.6596596,35.34503366282298,-107.44123682236935,9753.6,9928.86,262.6904568188367,198.1277396443951
710,1673376680.1091092,35.34038318278051,-107.48570996769045,9753.6,9929.691411824228,262.6524048568227,197.1072566137379
711,1673376700.5585585,35.33571072212485,-107.5295864539638,9753.6,9928.86,262.603135086998,195.80190488160216
712,1673376721.008008,35.33120529960112,-107.57202008654399,9753.6,9928.798979015352,262.6865113719683,193.9801814891317
713,1673376741.4574575,35.326662264051265,-107.61530863443458,9753.6,9921.24,262.6280206136719,192.4495055447987
714,1673376761.9069068,35.32213410912818,-107.65799267371695,9753.6,9913.62,262.5685920288275,190.9190333770916
715,1673376782.3563564,35.317563662579005,-107.7008386560981,9745.980000000001,9906.000000000002,262.5284408234076,189.8988342409488
716,1673376802.805806,35.31298882798346,-107.74230931217792,9738.36,9898.380000000001,262.3372264531008,189.04568559145466
717,1673376823.2552552,35.3085051516401,-107.7845431095437,9738.36,9898.380000000001,262.622580968809,188.3019647969267
718,1673376843.7047048,35.30393587939108,-107.82680658459786,9738.36,9906.0,262.4261498729247,187.3487521686814
719,1673376864.154154,35.2994088024447,-107.8679056953812,9738.36,9906.0,262.270249837809,187.4172517250965
720,1673376884.6036036,35.29475160285141,-107.9095163723694,9753.6,9921.24,262.23350110458006,190.3430331959915
721,1673376905.0530531,35.29002240260832,-107.95124945932166,9753.6,9928.86,262.214270836323,193.6729643689208
722,1673376925.5025024,35.28513186017714,-107.99586233373314,9753.6,9928.86,262.4253203168421,195.1337020341979
723,1673376945.951952,35.28028242174542,-108.03928555860657,9753.6,9921.24,262.1260618682743,195.2719918624145
724,1673376966.4014015,35.27533029811851,-108.08286766702447,9753.6,9921.24,262.1260618682743,195.2719918624145
725,1673376986.8508508,35.27047735550741,-108.12619262478351,9745.980000000001,9914.756516747475,262.34785781225014,193.17011981786933
726,1673377007.3003004,35.26595136425835,-108.16790738154093,9753.6,9921.24,262.5082030108312,189.3887699262365
727,1673377027.7497497,35.26131844737022,-108.21013064714435,9753.6,9913.62,262.3331957381858,188.9466742564129
728,1673377048.1991992,35.25665599376225,-108.25191789919248,9753.6,9913.62,262.178647895625,189.0159948862621
729,1673377068.6486487,35.25191736504015,-108.29341377325616,9753.6,9913.62,262.0063365751588,188.66673425717613
730,1673377089.098098,35.246976949803866,-108.33657108615509,9753.6,9906.0,261.9367538343027,187.0490369512988
731,1673377109.5475476,35.24222573815915,-108.37659925229548,9753.481208779642,9905.703021949104,261.8849867573283,186.03396507391713
732,1673377129.9969969,35.2372459086159,-108.41776543016337,9753.110197342328,9904.775493355819,261.8621300455039,186.04517241666565
733,1673377150.4464464,35.232266079014586,-108.45893160851124,9752.73918590069,9903.84796475172,261.839273333413,186.05637975954482
734,1673377170.895896,35.22728624941327,-108.50009778685909,9752.368174459049,9902.920436147622,261.8164166213221,186.067587102424
735,1673377191.3453453,35.222306419870016,-108.541263964727,9751.997163021735,9901.992907554337,261.79355990949773,186.0787944451725
736,1673377211.7947948,35.217326590268705,-108.58243014307484,9751.626151580096,9901.065378950238,261.7707031974068,186.09000178805167
737,1673377232.2442443,35.212346760667394,-108.62359632142271,9751.255140138455,9900.13785034614,261.74784648531596,186.10120913093084
738,1673377252.6936936,35.20736693112414,-108.66476249929062,9750.884128701142,9899.210321752855,261.7249897734916,186.11241647367936
739,1673377273.1431432,35.202387101522824,-108.70592867763847,9750.513117259503,9898.282793148755,261.7021330614007,186.12362381655853
740,1673377293.5925925,35.19740727197957,-108.74709485550638,9750.14210582219,9897.355264555472,261.6792763495763,186.13483115930703
741,1673377314.042042,35.19242744237826,-108.78826103385423,9749.771094380549,9896.427735951373,261.6564196374854,186.1460385021862
