,time,lat,lon,baroaltitude,geoaltitude,heading,velocity
626,1672888179.4114115,39.76165454601776,-104.29052673037602,10378.44,10355.58,240.869440426841,226.1518292780102
627,1672888199.126126,39.74204121002025,-104.33597693478897,10378.44,10355.58,240.6422464572087,226.6544752411636
628,1672888218.8408408,39.72242948377415,-104.38118717095215,10378.44,10356.792792978287,240.5783636769886,226.2062390392889
629,1672888238.5555556,39.70291189417259,-104.42580071054891,10374.206666464806,10358.966666464807,240.400703374389,226.0119419575584
630,1672888258.2702703,39.68309103464708,-104.47080959610857,10370.82,10361.140539951324,240.31864574171746,225.44399735109073
631,1672888277.9849849,39.6631730308335,-104.51620052644284,10363.2,10355.58,240.4992753765009,224.6094553420448
632,1672888297.6996996,39.643689267330046,-104.56080094894394,10355.58,10355.58,240.6727746075517,225.81930043844423
633,1672888317.4144144,39.62398581826734,-104.60612529031073,10347.96,10347.96,240.5290278232687,226.9071301992582
634,1672888337.1291292,39.6039513147597,-104.6519639757898,10355.58,10363.2,240.4799958531391,227.6081885625886
635,1672888356.843844,39.58415463774885,-104.69695690316377,10355.58,10355.58,240.2551187030577,228.1169068786135
636,1672888376.5585585,39.56408176964772,-104.74247233051571,10355.58,10355.58,240.3033474623009,227.4150892704126
637,1672888396.2732732,39.544170273088554,-104.78768215226594,10363.2,10370.82,240.4160614806362,227.1606691945973
638,1672888415.987988,39.52439911358546,-104.8326736452361,10363.2,10363.291531476974,240.4160614806362,227.1606691945973
639,1672888435.7027028,39.50456116862508,-104.87753378393245,10363.2,10370.82,240.1264005157572,227.2241553301785
640,1672888455.4174175,39.48427533666836,-104.92305195304495,10363.2,10374.000721549988,240.2390108093261,226.9683551980813
641,1672888475.132132,39.464682215210836,-104.96754554166708,10363.2,10378.44,240.2874344241167,226.2664840428227
642,1672888494.8468468,39.44441388107225,-105.01324609913745,10363.2,10379.6070272398,240.2390108093261,226.9683551980813
643,1672888514.5615616,39.42461099708453,-105.05799594978073,10363.2,10386.06,240.1264005157572,227.2241553301785
644,1672888534.2762764,39.40474324518079,-105.10256948860479,10370.82,10401.3,240.1264005157572,227.2241553301785
645,1672888553.9909909,39.38427240205086,-105.14860100129312,10363.2,10393.68,240.1264005157572,227.2241553301785
646,1672888573.7057056,39.36414475446977,-105.19361369995116,10370.82,10408.92,240.09333460201734,227.29969359777323
647,1672888593.4204204,39.344528822680715,-105.23751332187355,10370.82,10401.3,239.9966675458957,226.3325596289524
648,1672888613.1351352,39.3243364026935,-105.28248985292667,10363.2,10393.68,240.0616615445462,226.7782121461938
649,1672888632.84985,39.304431036219945,-105.32700810227458,10363.2,10400.155856537818,239.9134954459998,224.7390286698328
