,time,lat,lon,baroaltitude,geoaltitude,heading,velocity
465,1673727090.6246247,35.98292009005838,-96.57431701153524,10363.2,10607.04,261.6093729867474,208.0040299219763
466,1673727110.881882,35.977482877443954,-96.62031431400767,10363.2,10607.04,261.6093729867474,208.0040299219763
467,1673727131.1391392,35.97201690773807,-96.66637373946674,10363.2,10607.04,261.6093729867474,208.0040299219763
468,1673727151.3963964,35.966515953912655,-96.7125087399538,10363.2,10607.04,261.6093729867474,208.0040299219763
469,1673727171.6536536,35.96076967740533,-96.76026632447457,10370.82,10614.66,261.6093729867474,208.0040299219763
470,1673727191.9109108,35.95524013571127,-96.80652430798564,10363.2,10607.04,261.61416105668195,208.12216814958188
471,1673727212.168168,35.94979910262218,-96.85157622303565,10363.2,10607.04,261.6093729867474,208.0040299219763
472,1673727232.4254255,35.944370983661564,-96.89656031527308,10363.2,10607.04,261.6093729867474,208.0040299219763
473,1673727252.6826828,35.93871418795614,-96.94324328655378,10363.2,10607.04,261.5673725401921,208.02671491041727
474,1673727272.93994,35.93302409721952,-96.99017361238116,10363.2,10607.04,261.51925688595225,208.05270280220842
475,1673727293.1971972,35.92733400648291,-97.03710393820853,10363.2,10607.04,261.47114123171235,208.0786906939996
476,1673727313.4544544,35.9217953688102,-97.08243043139262,10363.2,10607.04,261.4692343900518,208.0797206040262
477,1673727333.7117116,35.91617444433885,-97.12823226150081,10363.2,10607.04,261.4267347733817,208.10306955387705
478,1673727353.9689689,35.910457381613135,-97.1746221060747,10363.2,10607.04,261.3380865825964,208.15177216164614
479,1673727374.2262263,35.90484678415357,-97.22035263279702,10363.2,10607.04,261.4409976821845,208.09523362573333
480,1673727394.4834836,35.899168206007396,-97.26591504219589,10363.2,10607.04,261.31658197627394,208.16370381557232
481,1673727414.7407408,35.893380937476834,-97.31223832818975,10363.2,10607.04,261.2824298191013,208.18278397644846
482,1673727434.997998,35.88759366894627,-97.35856161418363,10363.2,10607.04,261.2482776619287,208.2018641373246
483,1673727455.2552552,35.88180640041572,-97.40488490017749,10363.2,10607.04,261.21412550475605,208.22094429820072
484,1673727475.5125124,35.875995823113044,-97.45123636531247,10363.2,10607.04,261.1892670140151,208.2348322643423
485,1673727495.7697697,35.87019096372013,-97.49743779363183,10363.2,10607.04,261.1892670140151,208.2348322643423
486,1673727516.0270271,35.86441622987537,-97.54308953947728,10363.2,10607.04,261.0645576308419,208.30566471450027
487,1673727536.2842844,35.85856203691683,-97.58952813047316,10363.2,10607.04,261.0494413437683,208.3142504650145
488,1673727556.5415416,35.8527506053304,-97.6354769568293,10363.2,10610.232585934004,261.05864225566575,208.52717119997814
489,1673727576.7987988,35.84668705492865,-97.68294767078456,10363.2,10613.685789395864,261.0507313945651,208.76778514818773
490,1673727597.056056,35.840816107206585,-97.72878362366264,10363.2,10611.155292673893,260.99704009341116,208.6258060044005
491,1673727617.3133132,35.83494515948452,-97.77461957654072,10363.2,10608.624795951922,260.94334879225727,208.48382686061322
492,1673727637.5705705,35.8290290436282,-97.8205200240588,10367.637518997926,10611.477518997926,260.9097230791776,208.3949083607876
493,1673727657.827828,35.823065792235056,-97.86656004429653,10370.82,10614.66,260.9320149872108,208.9029070803922
494,1673727678.0850852,35.81696344158892,-97.9134473752864,10363.2,10607.04,260.9541987384092,209.4109372688905
495,1673727698.3423424,35.81109597238167,-97.95863026704767,10363.2,10611.551741727193,260.9541987384092,209.4109372688905
496,1673727718.5995996,35.80506092350538,-98.0053105348525,10363.2,10607.04,260.9541987384092,209.4109372688905
497,1673727738.8568568,35.79892961099336,-98.05053637366113,10363.2,10609.414965863229,260.32483337520546,209.1060801828692
498,1673727759.114114,35.792329775957114,-98.09731251468293,10363.2,10614.66,260.2127963353439,208.8167422144989
499,1673727779.3713713,35.78575058215018,-98.14422661764775,10363.234094567128,10614.694094567127,260.2368396144493,209.3259857537547
500,1673727799.6286287,35.779290322497275,-98.19029971523585,10365.093857240103,10616.553857240102,260.2426534531284,209.449728638608
501,1673727819.885886,35.7728300629204,-98.2363728122817,10366.95361989119,10618.41361989119,260.24846729173913,209.5734715220049
502,1673727840.1431432,35.76636980334352,-98.28244590932755,10368.813382542277,10620.273382542277,260.2542811303498,209.6972144054018
503,1673727860.4004004,35.759909543766646,-98.3285190063734,10370.673145193365,10622.133145193366,260.2600949689605,209.8209572887987
504,1673727880.6576576,35.75339343124763,-98.37494576834688,10370.82,10616.61912683927,260.2425846898781,210.22994492053925
505,1673727900.9149148,35.74702377915274,-98.4200751160274,10363.2,10611.598629278857,260.1461934294521,210.4252045932593
506,1673727921.172172,35.74043716353127,-98.46638189583093,10363.2,10607.04,260.1105619572208,210.18394971964332
507,1673727941.4294295,35.73388299526295,-98.51243085272743,10363.2,10607.04,260.0629882872535,209.86183617741025
