,time,lat,lon,baroaltitude,geoaltitude,heading,velocity
0,1674322089.0,40.65449523925781,-73.75897216796875,266.7,266.7,38.76551990445877,87.09158599450214
1,1674322107.857858,40.66098246990441,-73.74151116441499,516.535316283703,524.155316283703,85.1611627314785,95.89139370077713
2,1674322126.7157156,40.66150441025981,-73.71837550368087,678.1800000000001,673.8475064563752,89.11642052139953,109.66555737559959
3,1674322145.5735736,40.66179695775953,-73.69221961466711,874.1718922519684,850.1906307506562,89.0164780808609,119.8831140120679
4,1674322164.4314315,40.662286975596736,-73.66513803828605,1169.1475082731247,1146.2875082731246,88.18103311883223,125.00254405613694
5,1674322183.2892892,40.66302078300411,-73.6360567944195,1395.2583572769165,1355.353151936531,88.01747613891563,133.8355505557235
6,1674322202.1471472,40.66415196977224,-73.60645584738286,1762.4625230026245,1702.6237845039368,82.79676227422448,134.30408828127761
7,1674322221.0050051,40.67349855794058,-73.57881450992996,1999.0817040634154,1935.5562780475616,48.38753978927883,137.0419733355415
8,1674322239.8628628,40.69230639696335,-73.56358099336997,2322.0100294589997,2253.430029459,14.711929843208978,133.90574385165704
9,1674322258.7207208,40.714858596442355,-73.56104615357617,2647.503784503937,2571.303784503937,64.54974368364238,134.37389521696105
10,1674322277.5785785,40.737504472192086,-73.56421857647365,2942.5175359153745,2847.866303873062,349.0327606908202,136.7680384714021
11,1674322296.4364364,40.76066384550852,-73.57105970577074,3254.43411370039,3153.711290960312,346.3902786207115,137.73514498327734
12,1674322315.2942944,40.7842157830058,-73.57850529086268,3385.522523002625,3301.7025230026247,346.56150430650524,150.52627006957547
13,1674322334.152152,40.81046324936324,-73.58640387820196,3536.8393987083437,3445.3993987083436,347.21809007064036,160.44516178378646
14,1674322353.01001,40.83768435990166,-73.5942947425164,3621.462207173109,3531.908138115406,347.60413506936493,174.3506470223515
15,1674322371.867868,40.86740795066725,-73.60286033717664,3829.4084997987748,3737.9684997987747,347.5013345865876,180.21076920476185
16,1674322390.7257257,40.89708454920703,-73.61223935054427,4135.570029459,4038.6,342.5619879716538,181.33177870504545
17,1674322409.5835836,40.925412230717484,-73.63042857977982,4379.809209308624,4280.749209308624,326.2339875683454,183.5929994403922
18,1674322428.4414415,40.94912637257221,-73.6576659058046,4649.435676755906,4538.499461259842,312.82889281575217,185.92885834016195
19,1674322447.2992992,40.96974746664045,-73.68839056660761,4949.9413204193115,4820.401320419312,312.199112912732,186.1071829159631
20,1674322466.1571572,40.99058926788712,-73.7194650094898,5267.815075464248,5145.895075464248,310.8260506236256,184.9202572949579
21,1674322485.0150151,41.01082343275049,-73.75038374027908,5486.514415254594,5357.088830509187,310.9049736083449,188.55430579747957
22,1674322503.8728728,41.032136095466754,-73.78303138335468,5705.4425819206235,5583.522581920623,310.6347422649721,191.1683871672614
23,1674322522.7307308,41.053425207478156,-73.81564023083907,5928.360000000001,5798.820000000001,310.7835535949242,192.954907995318
24,1674322541.5885885,41.07469039766147,-73.84817748636415,6155.619061863899,6019.3560707015995,310.8285684076644,194.44569501773742
25,1674322560.4464464,41.09635654938756,-73.88124959671404,6388.689869518281,6247.583843421937,310.9447707958092,195.468411945164
26,1674322579.3043044,41.11866558639667,-73.91513455599488,6608.858799233437,6466.397598466873,310.9747104201726,196.9198632090348
27,1674322598.162162,41.14063579217807,-73.94864393961886,6690.360000000001,6553.200000000001,310.84329559445155,199.9291695298412
28,1674322617.02002,41.16262439347702,-73.9822601837368,6705.6,6568.440000000001,310.87981690409805,200.03954860947033
29,1674322635.877878,41.18514923011389,-74.01665935966594,6742.769429984093,6605.609429984093,311.1303117111893,199.4351498112113
30,1674322654.7357357,41.207097872255694,-74.04998046126671,6960.652611379624,6810.266305689813,311.0042119097064,198.3713674556685
31,1674322673.5935936,41.22950422657275,-74.08424674823465,7140.890910949707,6992.063183212281,310.8483355293804,200.98563010519797
32,1674322692.4514515,41.25180178838892,-74.11848931688588,7318.64006073475,7166.24006073475,310.7750134000696,202.440740908536
33,1674322711.3093092,41.27423279295464,-74.15288220643892,7500.436936440468,7340.416936440468,310.88923156291185,204.1509516688628
34,1674322730.1671672,41.29659473286856,-74.18726387828694,7674.613813962937,7517.766906981468,310.7411538778297,205.7325812255329
35,1674322749.0250251,41.31978151254589,-74.22292941146588,7841.170691485405,7680.96,310.8786046687164,207.5199760640866
36,1674322767.8828828,41.34262930726144,-74.2580831841141,8000.107567191124,7824.847567191124,310.8025847761627,209.3210410646191
37,1674322786.7407408,41.36644094010373,-74.29473645769494,8151.424444713593,7976.164444713593,310.6853094614622,211.489906295079
38,1674322805.5985985,41.38915016694227,-74.33009891982445,8295.121320419312,8119.861320419312,309.1830017728794,213.1749728442048
39,1674322824.4564564,41.41076453952701,-74.36933044126738,8438.81819794178,8263.55819794178,303.6411345823273,214.0871414787235
40,1674322843.3143144,41.430184508113285,-74.41081839304091,8587.522613196374,8404.642613196374,300.74581788483437,214.6844207040621
41,1674322862.172172,41.44869200364498,-74.45282844690982,8733.831951169968,8550.95195116997,300.0499136209875,215.7410327997879
42,1674322881.03003,41.46678127136156,-74.49467841596964,8938.717657384872,8748.217657384872,299.64095426996505,214.2496470946747
43,1674322899.887888,41.48467915067528,-74.53647104435774,9218.49141242981,9019.517118644715,299.785672629154,209.30821805455204
44,1674322918.7457457,41.50201828408171,-74.5771377774244,9469.722581920623,9254.425163841246,299.5138511800467,205.7216466078015
45,1674322937.6036036,41.51909736356972,-74.61700631266405,9666.759459443094,9447.289729721548,299.70145989287096,202.6687154436257
