,time,lat,lon,baroaltitude,geoaltitude,heading,velocity
148,1675208455.7777777,42.36085510249541,-78.75050937885217,10972.8,10805.16,288.3748273554674,155.035532800583
149,1675208478.2222223,42.370623917281875,-78.79046079241644,10972.8,10805.16,288.1942116702002,154.87413303665
150,1675208500.6666667,42.38050557802588,-78.8306515717264,10980.42,10810.240000605583,288.434948822922,154.5474030177279
151,1675208523.1111112,42.390333272667675,-78.87055862792101,10973.646667070389,10805.16,288.2538247281199,154.3854929474181
152,1675208545.5555556,42.40011088054598,-78.91052246098381,10980.42,10805.16,288.2538247281199,154.3854929474181
153,1675208568.0,42.40974038334216,-78.95024499227833,10972.8,10797.54,287.8904435520095,154.0663157688231
154,1675208590.4444444,42.41932014421178,-78.99029850703153,10972.8,10797.54,287.8904435520095,154.0663157688231
155,1675208612.8888888,42.428826800825256,-79.02969715197645,10972.8,10797.54,288.0723221489595,154.2251289218747
156,1675208635.3333333,42.43852983891906,-79.06991099694586,10967.719999394416,10792.459999394418,288.0723221489595,154.2251289218747
157,1675208657.7777777,42.44804615080425,-79.10975288870925,10971.106665859223,10797.54,287.8904435520095,154.0663157688231
158,1675208680.2222223,42.45772806808236,-79.15013400012288,10965.18,10795.846665859222,287.8318576285415,154.5559649635541
159,1675208702.6666667,42.46728308730506,-79.1901194471383,10972.8,10797.54,288.0132209432579,154.7142754958492
160,1675208725.1111112,42.47690759003332,-79.23043603884912,10972.8,10797.54,287.79373631814195,155.06330928701948
161,1675208747.5555556,42.48653088587037,-79.27067246552699,10972.8,10793.306666464807,287.9544923319938,155.2035856502692
162,1675208770.0,42.49598693847656,-79.31036515669388,10972.8,10789.92,287.8961329250392,155.6930578428391
163,1675208792.4444444,42.50567420053575,-79.35113580229282,10972.8,10789.92,287.7959439098938,155.6056610136245
164,1675208814.8888888,42.515362238455204,-79.39164982275116,10980.42,10797.54,287.9544923319938,155.2035856502692
165,1675208837.3333333,42.52484984314077,-79.4313971939516,10980.42,10797.54,287.9544923319938,155.2035856502692
166,1675208859.7777777,42.53440537960027,-79.4714900653954,10980.42,10791.613334140779,287.9544923319938,155.2035856502692
167,1675208882.2222223,42.54408703824028,-79.51213360856687,10972.8,10782.3,287.773641805631,155.045774732207
168,1675208904.6666667,42.55358679823245,-79.55268327594152,10972.8,10782.3,287.5924245621816,154.8895116887467
169,1675208927.1111112,42.56300793666323,-79.59290583098085,10972.8,10782.3,287.5924245621816,154.8895116887467
170,1675208949.5555556,42.57239390228864,-79.63264642764548,10972.8,10782.3,287.6501242199301,154.3992061983593
171,1675208972.0,42.58189055879237,-79.6728515625,10972.8,10782.3,287.6501242199301,154.3992061983593
172,1675208994.4444444,42.591369628898974,-79.71333590418,10972.8,10782.3,287.6501242199301,154.3992061983593
173,1675209016.8888888,42.60064964507663,-79.75337748285608,10972.8,10781.45333292961,287.2855572963999,154.0903628660615
