Unnamed: 0,timestamp,lat,lon,baroaltitude,geoaltitude,heading,velocity,altitude,TAS,vertical_rate,icao24
250,2023-01-14 11:58:55.314314,38.62132377814271,-86.47374030880557,10363.2,10347.96,253.4769724584515,224.2999438224486,10363.2,224.2999438224486,0.0,a14872
251,2023-01-14 11:59:15.571572,38.609501571750656,-86.52458879782353,10363.2,10355.58,253.6030388941491,224.1541781884893,10363.2,224.1541781884893,0.0,a14872
252,2023-01-14 11:59:35.828829,38.59785708866548,-86.57465288133369,10363.2,10355.58,253.4769724584515,224.2999438224486,10363.2,224.2999438224486,0.0,a14872
253,2023-01-14 11:59:56.086086,38.58637703888358,-86.62356182469375,10363.2,10355.58,253.2631271946782,225.0873283059454,10363.2,225.0873283059454,0.0,a14872
254,2023-01-14 12:00:16.343343,38.57446001630666,-86.67436712255521,10363.2,10363.2,253.25781298417888,225.63096691537635,10363.2,225.63096691537635,0.0,a14872
255,2023-01-14 12:00:36.600601,38.56285054899897,-86.72354718505369,10363.2,10363.2,253.338220306992,226.072824065293,10363.2,226.072824065293,0.0,a14872
256,2023-01-14 12:00:56.857858,38.550778929330605,-86.77449428208638,10370.82,10370.82,253.2133956819741,226.2208630874445,10370.82,226.2208630874445,22.859999999996944,a14872
257,2023-01-14 12:01:17.115115,38.53882811403556,-86.82522518868791,10363.2,10369.942822437286,253.2509441901941,226.7134337933903,10363.2,226.7134337933903,-22.859999999996944,a14872
258,2023-01-14 12:01:37.372372,38.52722896540581,-86.87412929875235,10363.2,10370.82,253.2509441901941,226.7134337933903,10363.2,226.7134337933903,0.0,a14872
259,2023-01-14 12:01:57.629630,38.51529439291335,-86.92459991008788,10363.2,10370.82,253.1265293453246,226.8622213653469,10363.2,226.8622213653469,0.0,a14872
260,2023-01-14 12:02:17.886887,38.50282443940129,-86.97692321213253,10363.2,10378.44,253.1265293453246,226.8622213653469,10363.2,226.8622213653469,0.0,a14872
261,2023-01-14 12:02:38.144144,38.49087526283071,-87.0271633378613,10370.82,10386.06,253.15342460180287,227.21410773606215,10370.82,227.21410773606215,22.859999999996944,a14872
262,2023-01-14 12:02:58.401402,38.47898023396383,-87.07709125173278,10363.2,10378.44,253.1641601048462,227.3545666012442,10363.2,227.3545666012442,-22.859999999996944,a14872
263,2023-01-14 12:03:18.658659,38.467383319779984,-87.12577549351472,10363.2,10378.44,253.1641601048462,227.3545666012442,10363.2,227.3545666012442,0.0,a14872
264,2023-01-14 12:03:38.915916,38.45492120688323,-87.17768363202714,10363.2,10386.06,253.0022781733999,227.0120772305024,10363.2,227.0120772305024,0.0,a14872
265,2023-01-14 12:03:59.173173,38.44285226082138,-87.22783777141203,10363.2,10386.06,252.8781915179955,227.1629992746482,10363.2,227.1629992746482,0.0,a14872
266,2023-01-14 12:04:19.430430,38.4307245019736,-87.27823779667389,10363.2,10386.06,252.97557283827703,227.0445579493453,10363.2,227.0445579493453,0.0,a14872
267,2023-01-14 12:04:39.687688,38.418805292344814,-87.32743598555871,10370.82,10401.3,252.8781915179955,227.1629992746482,10370.82,227.1629992746482,22.859999999996944,a14872
268,2023-01-14 12:04:59.944945,38.40664952371497,-87.37766076657421,10363.2,10393.68,252.8781915179955,227.1629992746482,10363.2,227.1629992746482,-22.859999999996944,a14872
269,2023-01-14 12:05:20.202202,38.39427560716963,-87.4286139306073,10363.2,10393.68,252.8781915179955,227.1629992746482,10363.2,227.1629992746482,0.0,a14872
