Unnamed: 0,timestamp,lat,lon,baroaltitude,geoaltitude,heading,velocity,altitude,TAS,vertical_rate
44,2023-01-21 00:11:43.150150,42.420808096314616,-82.26633693418171,12192.0,11986.26,275.8378854522893,207.3675203287042,12192.0,207.3675203287042,0.0
45,2023-01-21 00:11:59.108108,42.423863178963074,-82.3071290935596,12192.0,11986.26,275.6964460317345,207.3158257931978,12192.0,207.3158257931978,0.0
46,2023-01-21 00:12:15.066066,42.42674605560234,-82.34630805071563,12192.0,11993.88,275.7105931374996,206.8039285612766,12192.0,206.8039285612766,0.0
47,2023-01-21 00:12:31.024024,42.42976231908946,-82.38691156121583,12192.0,11986.26,275.7248104522235,206.292044,12192.0,206.292044,0.0
48,2023-01-21 00:12:46.981982,42.43268793851529,-82.42641636649573,12192.0,11986.397297215462,275.7248104522235,206.292044,12192.0,206.292044,0.0
49,2023-01-21 00:13:02.939940,42.435594862489765,-82.46596820104588,12192.0,11993.422342615127,275.5826057565311,206.2413631161222,12192.0,206.2413631161222,0.0
50,2023-01-21 00:13:18.897898,42.43852048657363,-82.50558774585349,12192.0,11987.038017554283,275.5965434657614,205.7293652218244,12192.0,205.7293652218244,0.0
51,2023-01-21 00:13:34.855856,42.44135179927364,-82.54480939035129,12192.0,11993.88,275.5826057565311,206.2413631161222,12192.0,206.2413631161222,0.0
52,2023-01-21 00:13:50.813814,42.444271328233306,-82.58526176461604,12192.0,11993.88,275.5826057565311,206.2413631161222,12192.0,206.2413631161222,0.0
53,2023-01-21 00:14:06.771772,42.447167301433296,-82.62488587751167,12192.0,11993.88,275.5826057565311,206.2413631161222,12192.0,206.2413631161222,0.0
54,2023-01-21 00:14:22.729730,42.45001016598948,-82.66497317777949,12192.0,11993.88,275.5724853705502,206.61499202329995,12192.0,206.61499202329995,0.0
55,2023-01-21 00:14:38.687688,42.45279614268133,-82.70438616524041,12192.0,11993.88,275.4268124985728,206.7040857318316,12192.0,206.7040857318316,0.0
56,2023-01-21 00:14:54.645646,42.45559140186218,-82.74414331033259,12192.0,11993.88,275.33513636939176,206.67308277789465,12192.0,206.67308277789465,0.0
57,2023-01-21 00:15:10.603604,42.45838604593709,-82.7841846362935,12192.0,11993.88,275.4133597936132,207.2162296109316,12192.0,207.2162296109316,0.0
58,2023-01-21 00:15:26.561562,42.46116239530966,-82.82352213197471,12192.0,11993.88,275.4133597936132,207.2162296109316,12192.0,207.2162296109316,0.0
59,2023-01-21 00:15:42.519520,42.46400757116122,-82.86440732973784,12192.0,11993.88,275.2717163332225,207.1683297876032,12192.0,207.1683297876032,0.0
60,2023-01-21 00:15:58.477478,42.46678700537659,-82.90389947529927,12192.0,11997.86162106514,275.5549369201354,207.2653952463213,12192.0,207.2653952463213,0.0
61,2023-01-21 00:16:14.435436,42.46956215250248,-82.94361986189458,12192.0,11993.88,275.2586762227146,207.6806031582664,12192.0,207.6806031582664,0.0
62,2023-01-21 00:16:30.393393,42.47236610931595,-82.9844185379997,12192.0,11993.88,275.2586762227146,207.6806031582664,12192.0,207.6806031582664,0.0
63,2023-01-21 00:16:46.351351,42.475035558624874,-83.02384658283447,12192.0,11993.88,275.2457002851125,208.1928872335359,12192.0,208.1928872335359,0.0
64,2023-01-21 00:17:02.309309,42.47775009230265,-83.06422432401042,12192.0,11993.88,275.2327880491894,208.7051819345858,12192.0,208.7051819345858,0.0
65,2023-01-21 00:17:18.267267,42.48050631797414,-83.10475150135265,12192.0,11993.88,275.3602074644095,209.2649179640601,12192.0,209.2649179640601,0.0
66,2023-01-21 00:17:34.225225,42.48328061699912,-83.14531237249162,12192.0,11993.88,275.2071528203644,209.7298029025653,12192.0,209.7298029025653,0.0
67,2023-01-21 00:17:50.183183,42.48597439556242,-83.1855105498491,12192.0,11993.88,275.2071528203644,209.7298029025653,12192.0,209.7298029025653,0.0
68,2023-01-21 00:18:06.141141,42.48866613775612,-83.22571126872577,12192.0,11993.88,275.1944289077348,210.2421290156577,12192.0,210.2421290156577,0.0
69,2023-01-21 00:18:22.099099,42.49141276872325,-83.26699137629092,12192.0,11993.88,275.0671617258532,209.683739435422,12192.0,209.683739435422,0.0
70,2023-01-21 00:18:38.057057,42.49407216666077,-83.30732134712395,12192.0,11993.88,275.0671617258532,209.683739435422,12192.0,209.683739435422,0.0
71,2023-01-21 00:18:54.015015,42.49665508891843,-83.34691625694678,12192.0,11993.88,275.06734860611687,209.67604525668824,12192.0,209.67604525668824,0.0
72,2023-01-21 00:19:09.972973,42.499322427262086,-83.38813181847483,12192.0,11993.88,274.9430099435706,209.12760401375624,12192.0,209.12760401375624,0.0
73,2023-01-21 00:19:25.930931,42.50188072903454,-83.42774408754568,12192.0,11993.88,274.9392155421262,209.126389928971,12192.0,209.126389928971,0.0
74,2023-01-21 00:19:41.888889,42.50453186034428,-83.46859325048585,12192.0,11993.88,275.0921151244989,208.6588922725836,12192.0,208.6588922725836,0.0
75,2023-01-21 00:19:57.846847,42.5071283288853,-83.50852253973987,12192.0,11993.88,274.9636056195019,208.1013414566091,12192.0,208.1013414566091,0.0
76,2023-01-21 00:20:13.804805,42.50964953797776,-83.54833197588859,12192.0,11993.88,274.8464048309739,207.0322338598006,12192.0,207.0322338598006,0.0
77,2023-01-21 00:20:29.762763,42.51216872700937,-83.58863432558832,12192.0,11993.88,274.8584629190343,206.5196336938481,12192.0,206.5196336938481,0.0
78,2023-01-21 00:20:45.720721,42.51470914414343,-83.62848429547421,12192.0,11993.88,274.8705810140005,206.0070427202952,12192.0,206.0070427202952,0.0
79,2023-01-21 00:21:01.678679,42.51721411354083,-83.66862041671334,12192.0,11993.88,274.8705810140005,206.0070427202952,12192.0,206.0070427202952,0.0
80,2023-01-21 00:21:17.636637,42.51964750479151,-83.7080504407136,12192.0,11993.88,274.7398131291916,205.4513124289744,12192.0,205.4513124289744,0.0
81,2023-01-21 00:21:33.594594,42.522138874279825,-83.74809614294541,12192.0,11993.88,274.7516976051137,204.9386321283153,12192.0,204.9386321283153,0.0
82,2023-01-21 00:21:49.552552,42.524515237877495,-83.78700125104592,12192.0,11993.88,274.7516976051137,204.9386321283153,12192.0,204.9386321283153,0.0
83,2023-01-21 00:22:05.510510,42.52696087530625,-83.8261276425531,12192.0,11993.88,274.7636416907262,204.4259606892434,12192.0,204.4259606892434,0.0
84,2023-01-21 00:22:21.468468,42.52937935493901,-83.86603146859588,12192.0,11993.88,274.6199234816604,204.3838814163833,12192.0,204.3838814163833,0.0
85,2023-01-21 00:22:37.426426,42.53175106563867,-83.90523156014915,12192.0,11993.88,274.6199234816604,204.3838814163833,12192.0,204.3838814163833,0.0
86,2023-01-21 00:22:53.384384,42.534106434130514,-83.94462120303507,12192.0,11993.88,274.6199234816604,204.3838814163833,12192.0,204.3838814163833,0.0
87,2023-01-21 00:23:09.342342,42.536501854321706,-83.98455790327479,12192.0,11993.88,274.6083365803267,204.8966581419304,12192.0,204.8966581419304,0.0
88,2023-01-21 00:23:25.300300,42.53882582451707,-84.0240863888429,12192.0,11993.88,274.6083365803267,204.8966581419304,12192.0,204.8966581419304,0.0
89,2023-01-21 00:23:41.258258,42.541201475151105,-84.06393102719278,12192.0,11993.88,274.5968075297095,205.4094432052582,12192.0,205.4094432052582,0.0
90,2023-01-21 00:23:57.216216,42.54349662164168,-84.10287074463588,12190.35243159771,11993.88,274.5968075297095,205.4094432052582,12190.35243159771,205.4094432052582,-4.942705206869505
